id,name,address_01,address_02,city,id_geo_states,postal_code
3047,A A Anastasia Elementary School,92 SEVENTH AVENUE,,LONG BRANCH,37,7740
2679,A Chester Redshaw School,216 Livingston Avenue,,NEW BRUNSWICK,37,08901-2930
1176,A E BURLING ELEMENTARY SCHOOL,3600 HARRIS AVENUE,,Pennsauken,37,8105
1034,A. Russell Knight Elementary School,140 OLD CARRIAGE RD,,CHERRY HILL,37,08034-3332
4498,A.P. Morris Early Childhood Center,143 COE AVE,,Hillside,37,07205-2830
3272,Aaron Decker School,98 DECKER ROAD,,Butler,37,7405
1611,ABINGTON AVENUE SCHOOL,209 ABINGTON AVE,,Newark,37,07107-2507
4582,ABRAHAM CLARK HIGH SCHOOL,122 EAST 6TH AVE,,Roselle,37,07203-2026
691,Abraham Lincoln Elementary School,325 MASON AVE,,Wyckoff,37,07481-2822
318,ABRAHAM LINCOLN SCHOOL #6,111 PALISADE AVE,,Garfield,37,7026
4426,Abraham Lincoln School No. 14,50 GROVE ST,,Elizabeth,37,07202-2327
83,Absegami High School,201 S  WRANGLEBORO ROAD,,Galloway,37,08205-9554
4810,Academy Charter High School,1725 MAIN STREET,,LAKE COMO,37,7719
4693,Academy For Allied Health Sciences,1776 RARITAN ROAD,,SCOTCH PLAINS,37,07076-2997
4695,Academy For Information Technology,1776 RARITAN ROAD,,SCOTCH PLAINS,37,07076-2997
3418,Academy for Law and Public Safety,BUTLER HIGH SCHOOL ANNEX,,Butler,37,7405
3419,"Academy for Mathematics, Science and Eng",520 WEST MAIN STREET,,Rockaway,37,07866-3799
4697,Academy For Performing Arts,1776 Raritan Road,,Scotch Plains,37,07076-2997
4812,Academy for Urban Leader,612 Amboy Ave,,Perth Amboy,37,8861
2065,Academy I,209 BERGEN AVENUE,,JERSEY CITY,37,7305
2646,Academy Learning Center,145 PERGOLA AVENUE,,MONROE TOWNSHIP,37,8831
3157,ACADEMY OF ALLIED HEALTH AND SCIENCE,2325 HECK AVENUE,,Neptune,37,07753-4432
3159,Academy of Law &amp; Public Safety,255 West End Avenue,,Long Branch,37,7740
2054,Academy of Technology Design,525 Montgomery Street,,Jersey City,37,07302-3237
3290,Academy Street Elementary School,14 ACADEMY STREET,,Dover,37,07801-4906
2363,ACCREDITED EVENING HIGH SCHOOL,1055 KLOCKNER ROAD,,Hamilton,37,8619
4158,ADAMSVILLE ELEMENTARY SCHOOL,400 UNION AVE,,Bridgewater,37,8807
2980,ADELPHIA ELEMENTARY SCHOOL,495 ADELPHIA ROAD,,Freehold,37,7728
1521,Adlai E. Stevenson,15 KNOLL ROAD,,Fairfield,37,7006
7504,Administrator Proxy,125 Kent Place Boulevard,,Summit,37,7901
4428,Admiral William F. Halsey Jr. Health &am,641 South Street,,Elizabeth,37,7202
3901,ADULT AND CONTINUING EDUCATION,151 ELLISON STREET,,Paterson,37,7505
2067,Adult Evening High School,2 Palisade Avenue,,Jersey City,37,7306
2056,Adult High School and Post Secondary Pro,2000 85th Street,,North Bergen,37,07047-4715
1885,Adult Regional High School,1360 Tanyard Road,,Sewell,37,8080
7479,AfterSchool Music,40 South Broadway,NULL,Pitman,37,8071
2713,Alan B. Shepard Elementary School,33 BUSHNELL RD,,OLD BRIDGE,37,08857-2320
2365,ALBERT E GRICE MIDDLE SCHOOL,901 WHITEHORSE HAMILTON SQ,,Hamilton,37,08610-1426
4026,ALBERT PAYSON TERHUNE ELEMENTARY,40 GEOFFREY WAY,,Wayne,37,07470-4029
2208,Albio Sires Elementary School,6300 PALISADE AVE,,WEST NEW YORK,37,07093-2318
53,Alder Avenue Middle School,25 Alder Avenue,,Egg Harbor Township,37,08234-5315
2982,Aldrich Elementary School,615 ALDRICH ROAD,,Howell,37,07731-1936
4234,Alexander Batcho Intermediate School,100 NORTH 13TH AVE,,Manville,37,8835
2069,Alexander D. Sullivan School,171 SEAVIEW AVE,,JERSEY CITY,37,07305-2412
893,Alexander Denbo,ONE LEARNING WAY,,BROWNS MILLS,37,8015
2367,ALEXANDER ELEMENTARY SCHOOL,20 ROBERT FROST DRIVE,,Hamilton,37,08690-2331
3368,ALEXANDER HAMILTON,24 MILLS STREET,,Morristown,37,7960
3903,Alexander Hamilton Academy,11  27 16TH AVENUE,,Paterson,37,7501
4430,Alexander Hamilton Preparatory Academy,310 Cherry St,,Elizabeth,37,7208
342,ALEXANDER HAMILTON SCHOOL,380 HARRISTOWN ROAD,,GLEN ROCK,37,7452
2232,Alexandria Middle School,557 COUNTY ROAD 513,,Pittstown,37,08867-9508
3551,Alfred C. MacKinnon Middle School,137 East Central Avenue,,Wharton,37,07885-2431
985,Alfred Cramer College Preparatory Lab Sc,2800 MICKLE STREET,,Camden,37,08105-2274
237,ALFRED S. FAUST,100 Uhland Street,,East Rutherford,37,7073
3370,Alfred Vail School,125 SPEEDWELL AVENUE,,MORRIS PLAINS,37,7950
2071,Alfred Zampella School,201 NORTH ST,,JERSEY CITY,37,07307-3336
971,Alice Costello Elementary School,301 Haakon rd.,,Brooklawn,37,8030
1202,Aline Bingham Elementary School,100 FIRST &amp; ORCHARD AVE,,Runnemede,37,8078
4727,ALLAMUCHY TOWNSHIP SCHOOL,20 JOHNSONBURG ROAD,,Allamuchy,37,07820-0394
4544,Allen W. Roberts School,80 JONES DR,,NEW PROVIDENCE,37,07974-1121
3238,Allentown High School,27 High Street,,Allentown,37,08501-0278
3246,Allenwood Elementary School,3301 ALLENWOOD  LAKEWOOD RD,,Wall,37,07719-1199
4076,Alloway Township School,43 CEDAR ST,,Alloway,37,8001
1375,Almond Road Preschool,860 N Orchard Rd,,Vineland,37,08360-2606
4731,Alpha Borough School,817 NORTH BOULEVARD,,Alpha,37,08865-4245
152,Alpine Elementary School,500 HILLSIDE AVENUE,,Alpine,37,7620
1036,Alternative High School,MALBERG BUILDING,,CHERRY HILL,37,08034-0391
3905,Alternative High School,151 ELLISON STREET,,Paterson,37,7505
4121,Alternative Middle &amp; High School,Salem Community College,,Carney&amp;#39;s Point,37,8069
1473,Althea Gibson Academy,490  WILLIAM STREET,,EAST ORANGE,37,7017
1619,American History High School,74 Montgomery St,,Newark,37,7103
4216,Amsterdam Elementary School,301 AMSTERDAM DRIVE,,Hillsborough,37,8844
4776,ANDOVER MORRIS ELEMENTARY SCHOOL,712 SOUTH MAIN STREET,,Phillipsburg,37,08865-3324
4288,Angelo L. Tomaso School,46 WASHINGTON VALLEY RD,,Warren,37,7059
1090,Ann A. Mullen Middle School,1400 Sicklerville Road,,Sicklerville,37,8081
356,Ann Blanche Smith,1000 HILLSDALE AVE,,Hillsdale,37,7642
1613,ANN STREET SCHOOL,30 ANN ST,,Newark,37,07105-3108
386,Anna C. Scott Elementary School,100 Highland Street,,Leonia,37,7605
2034,ANNA L. KLEIN,301  69TH ST,,Guttenberg,37,07093-2411
2073,Anthony J. Infante School,3055 KENNEDY BLVD,,JERSEY CITY,37,07306-3603
1377,Anthony Rossi Middle School,2572 PALERMO AVE,,Vineland,37,08360-7309
2743,Anthony V. Ceres Elementary School,445 STATE STREET,,PERTH AMBOY,37,08861-3534
4028,ANTHONY WAYNE MIDDLE SCHOOL,201 GARSIDE AVENUE,,Wayne,37,7470
2663,Applegarth Elementary School,227 Applegarth Rd,,Monroe Twp,37,8831
167,Applied Technology High School,400 County Road 62,,Paramus,37,7652
4054,Apshawa Elementary School,140 HIGH CREST DRIVE,,WEST MILFORD,37,07480-3708
2764,Arbor Elementary School,1717 LESTER PLACE,,Piscataway,37,8854
2984,Ardena Elementary School,355 ADELPHIA ROAD,,Farmingdale,37,07727-3528
7492,Ars Nova Academy,45 Dayton Crescent,NULL,Bernardsville,37,7924
4402,Arthur L. Johnson High School,365 WESTFIELD AVENUE,,Clark,37,7066
2701,Arthur M. Judd,1595 ROOSEVELT AVENUE,,NORTH BRUNSWICK,37,8902
4094,Arthur P Schalick High School,718 Centerton Road,,Pittsgrove,37,08318-8901
71,Arthur Rann Elementary School,515 S EIGHTH AVE,,Galloway,37,8205
3329,Arthur Stanlick Elementary School,121 B  SHAWNEE TRAIL,,LK SHAWNEE JEFFERSON TWSP,37,7885
1615,ARTS HIGH SCHOOL,550 M  L  KING BLVD,,Newark,37,07102-1214
2904,Asbury Park High School,1001 SUNSET AVENUE,,ASBURY PARK,37,07712-5099
2906,Asbury Park Middle School,1200 BANGS AVENUE,,ASBURY PARK,37,07712-6314
803,Ashbrook Elementary School,33 MUNICIPAL DRIVE,,Lumberton,37,8048
3063,Asher Holmes Elementary School,48 MENZEL LANE,,Morganville,37,07751-1298
7500,Assumption Regional Catholic School,146 South Pitney Road,NULL,Galloway,37,8205
1227,Atco Elementary,2162 COOPER ROAD,,Atco,37,08004-1033
1122,ATLANTIC AVE,21 East Atlantic Avenue,,HADDON HEIGHTS,37,8035
7509,Atlantic Christian School,391 Zion Rd,NULL,Egg Harbor Township,37,8234
4814,Atlantic City Community,200 North Texas Ave,,Atlantic City,37,8401
6,Atlantic City High School,1400 N Albany Avenue,,Atlantic City,37,08401-6153
31,Atlantic County Alternative High School,1450 19th Street,,Mays Landing,37,8330
27,Atlantic County Elementary and Middle Sc,4805 NAWAKWA BOULEVARD,,MAYS LANDING,37,8330
29,Atlantic County High School,4805 NAWAKWA BOULEVARD,,MAYS LANDING,37,8330
33,Atlantic County Institute of Technology,5080 ATLANTIC AVENUE,,MAYS LANDING,37,08330-2024
2914,Atlantic Highlands Elementary School,140 FIRST AVENUE,,ATLANTIC HIGHLANDS,37,07716-1238
877,Atlantis Elementary School,3 SCHOOL ROAD,,Joint Base MDL,37,8641
955,Audubon Junior/Senior High School,350 EDGEWOOD AVENUE,,Audubon,37,8106
1533,AUGUSTA PRESCHOOL ACADEMY,97 AUGUSTA STREET,,Irvington,37,7111
1870,Aura Elementary School,900 Clems Run,,Glassboro,37,08028-0338
4218,Auten Road Intermediate School,281 AUTEN ROAD,,Hillsborough,37,8844
154,Autistic,355 EAST RIDGEWOOD AVE,,Paramus,37,7652
1251,Avalon Elementary School,235 32ND STREET,,Avalon,37,8202
2853,AVENEL MIDDLE SCHOOL,WOODBINE AVENUE,,Avenel,37,7001
2855,AVENEL STREET ELEMENTARY SCHOOL,AVENEL STREET,,Avenel,37,07001-1411
1617,AVON AVENUE SCHOOL,219 AVON AVE,,Newark,37,07108-2801
2902,AVON ELEMENTARY SCHOOL,505 LINCOLN AVENUE,,Avon,37,07717-1150
961,Avon Elementary School,862 MERCER DR,,Haddonfield,37,8033
717,B. Bernice Young Elementary School,1203 NECK ROAD,,Burlington,37,08016-9741
1178,BALDWIN ELEMENTARY SCHOOL,41ST &amp; SHARON TERRACE,,Pennsauken,37,8110
1883,Bankbridge Regional School,870 BANKBRIDGE ROAD,,Sewell,37,8080
4552,Barack Obama Academy for Academic &amp; ,1200 MYRTLE AVE,,Plainfield,37,7063
4778,BARBER ELEMENTARY SCHOOL,50 SARGENT STREET,,Phillipsburg,37,08865-1520
2665,Barclay Brook School,358 BUCKELEW AVENUE,,MONROE TWP,37,8831
1038,Barclay Early Childhood Center,1220 WINSTON WAY,,CHERRY HILL,37,08034-2919
1621,BARD EARLY COLLEGE HIGH SCHOOL,321 BERGEN STREET,,Newark,37,7103
2260,Barley Sheaf Elementary School,80 BARLEY SHEAF ROAD,,Flemington,37,08822-9180
3563,Barnegat High School,180 BENGAL BLVD,,Barnegat,37,8005
2908,BARRACK OBAMA ELEMENTARY SCHOOL,1300 BANGS AVENUE,,ASBURY PARK,37,07712-6368
1633,Barringer Academy of S.T.E.A.M.,90 Parker Street,,Newark,37,7104
1623,BARRINGER ARTS HIGH SCHOOL,90 PARKER ST,,Newark,37,07104-1028
2602,BARTLE ELEMENTARY SCHOOL,435 MANSFIELD STREET,,HIGHLAND PARK,37,8904
701,BASS RIVER TOWNSHIP ELEMENTARY SCHOOL,11 NORTH MAPLE AVENUE,,NEW GRETNA,37,08224-0304
4663,BATTLE HILL,2600 KILLIAN PLACE,,Union,37,7083
3575,Bay Head Elementary,145 GROVE STREET,,BAY HEAD,37,8742
4298,Bayberry School,BAYBERRY LANE,,Watchung,37,7069
2057,Bayonne Academy,669 Avenue A,,Bayonne,37,07002-1851
2006,Bayonne Adult Alternative High School,669 Avenue A,,Bayonne,37,7002
2008,Bayonne High School,669 AVENUE A,,Bayonne,37,7002
3079,Bayshore Middle School,834 LEONARDVILLE ROAD,,Leonardo,37,07737-1796
3081,Bayview Elementary School,300 LEONARDVILLE ROAD,,Belford,37,07718-1299
3579,BAYVILLE ELEMENTARY SCHOOL,356 ATLANTIC CITY BLVD,,Bayville,37,08721-1246
3577,Beach Haven School,8th Street &amp; Beach Avenue,,Beach Haven,37,8008
3754,Beachwood Elementary School,901 BERKELEY AVENUE,,Beachwood,37,8722
2411,Bear Tavern Elementary School,1162 BEAR TAVERN ROAD,,Titusville,37,08560-9633
4070,Beatrice Gilmore School,1075 MCBRIDE AVENUE,,Woodland Park,37,07424-2538
4180,Bedminster Township Public School,234 SOMERVILLE ROAD,,Bedminster,37,7921
3319,Bee Meadow School,120 Reynolds Avenue,,Whippany,37,07981-1252
4536,BEECHWOOD SCHOOL,1497 WOODACRES DR,,Mountainside,37,7092
3004,Beers Street School,610 BEERS STREET,,Hazlet,37,07730-1405
103,Belhaven Middle School,51 BELHAVEN AVENUE,,Linwood,37,8221
965,Bell Oaks Upper Elementary School,256  Anderson Avenue,,Bellmawr,37,8031
1406,Belleville High School,100 PASSAIC AVE,,Belleville,37,07109-1807
1408,Belleville Middle School,279 WASHINGTON AVE,,Belleville,37,07109-3150
1410,Belleville PS10,527 BELLEVILLE AVE,,Belleville,37,07109-1307
1412,Belleville PS3,230 JORALEMON ST,,Belleville,37,07109-3210
1414,Belleville PS4,30 MAGNOLIA ST,,Belleville,37,07109-1110
1416,Belleville PS5,149 ADELAIDE ST,,Belleville,37,07109-2207
1418,Belleville PS7,20 PASSAIC AVE,,Belleville,37,07109-1864
1420,Belleville PS8,183 UNION AVE,,Belleville,37,07109-1628
1422,Belleville PS9,301 RALPH ST,,Belleville,37,07109-3309
967,BELLMAWR PARK ELEMENTARY SCHOOL,29 PEACH ROAD,,Bellmawr,37,8031
1970,BELLS ELEMENTARY SCHOOL,227 GREENTREE RD,,Turnersville,37,8012
2920,Belmar Elementary,1101 MAIN STREET,,Belmar,37,07719-2727
1625,BELMONT RUNYON ELEMENTARY SCHOOL,1 BELMONT RUNYON WAY,,Newark,37,07108-2406
4816,BelovED Community Charte,508 Grand Street,,Jersey City,37,7302
4733,Belvidere High School,809 OXFORD STREET,,Belvidere,37,7823
2423,Ben Franklin Elementary,2939 PRINCETON PIKE,,Lawrenceville,37,08648-3224
3555,Benedict A. Cucinella School,470 NAUGHRIGHT ROAD,,LONG VALLEY,37,7853
1475,Benjamin Banneker Academy,500 South Clinton Street,,EAST ORANGE,37,7018
4818,Benjamin Banneker Prep CS,300 Willingboro Way,,Willingboro,37,8046
2565,Benjamin Franklin Elementary School,2485 WOODBRIDGE AVENUE,,Edison,37,8817
1627,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,42 PARK AVE,,Newark,37,07104-1044
1180,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,7201 IRVING AVENUE,,Pennsauken,37,08109-3173
559,Benjamin Franklin Middle School,335 NORTH VAN DIEN AVE,,Ridgewood,37,7451
636,Benjamin Franklin Middle School,1315 TAFT ROAD,,Teaneck,37,7666
4432,Benjamin Franklin School No. 13,248 RIPLEY PL,,Elizabeth,37,07206-2122
4820,Bergen Arts and Sciences,200 MACARTHUR AVENUE,,Garfield,37,7026
552,Bergen Boulevard School,635 BERGEN BLVD,,Ridgefield,37,7657
169,Bergen County Academies,200 Hackensack Avenue,,Hackensack,37,07601-6110
171,Bergen County Technical High School - Pa,E.285 Pascack Road,,Paramus,37,07652-4237
173,Bergen County Technical High School - Te,504 Route 46 West,,Teterboro,37,7608
175,Bergen County Technical Schools Adult &a,200A Hackensack Avenue,,Hackensack,37,7601
5880,Bergenfield High School,80 South Prospect Street,,Bergenfield,37,7621
1423,BERKELEY ELEMENTARY,351 Bloomfield Ave,,Bloomfield,37,07003-4804
656,BERKELEY ELEMENTARY,47 BERKELEY AVE,,Westwood,37,07675-2401
1535,BERKELEY TERRACE,787     GROVE STREET,,Irvington,37,07111-3605
3581,BERKELEY TOWNSHIP ELEMENTARY SCHOOL,10 EMORY ROAD,,Bayville,37,8721
456,BERKLEY STREET ELEMENTARY SCHOOL,812 BERKLEY STREET,,NEW MILFORD,37,7646
973,Berlin Community School,215 S FRANKLIN AVE,,Berlin,37,08009-9220
4278,Bernards High School,25 OLCOTT AVENUE,,Bernardsville,37,7924
4280,Bernardsville Middle School,141 SENEY DRIVE,,Bernardsville,37,7924
458,BERTRAND F GIBBS ELEMENTARY SCHOOL,195 SUTTON PLACE,,NEW MILFORD,37,7646
430,Betsy Ross Elementary,20 MALCOLM RD,,Mahwah,37,07430-1822
3260,Betty McElmon Elementary,20 PARKER ROAD,,WEST LONG BRANCH,37,07764-1133
703,Beverly City School,601 BENTLEY AVE,,Beverly,37,8010
1926,Billingsport Elementary School,441 NASSAU AVE,,Paulsboro,37,8066
3161,Biotechnology High School,5000 Kozloski Road,,Freehold,37,07728-5033
1972,BIRCHES ELEMENTARY SCHOOL,416 WESTMINSTER BLVD,,Turnersville,37,08012-1625
3509,Birchwood Elementary School,1 ART STREET,,Dover,37,7801
5320,Bishop Eustace Preparatory School,5552 NJ-70,,Pennsauken Township,37,8109
7505,Bishop Schad Regional School,922 E Landis Avenue,NULL,Vineland,37,8360
3280,Black River Middle School,133 Rt. 513 - North Road,,Chester,37,7930
1092,BLACKWOOD ELEMENTARY SCHOOL,260 BLENHEIM  ERIAL RD,,Blackwood,37,8012
4738,Blairstown Elementary School,1 SUNSET HILL ROAD,,Blairstown,37,7825
1425,Bloomfield High School,160 Broad Street,,Bloomfield,37,07003-2628
1427,Bloomfield Middle School,60 Huck Road,,Bloomfield,37,07003-4144
1513,Bloomfield Tech,209 FRANKLIN STREET,,Bloomfield,37,07003-4878
4412,Bloomingdale Avenue School,200 BLOOMINGDALE AVENUE,,Cranford,37,7016
2240,Bloomsbury School,20 Main Street,,Bloomsbury,37,08804-9538
805,Bobby&amp;#39;s Run Elementary School,32 DIMSDALE DRIVE,,Lumberton,37,8048
191,Bogota Jr./Sr. High School,2 HENRY C  LUTHIN PLACE,,Bogota,37,7603
3264,Boonton High School,306 LATHROP AVENUE,,Boonton,37,07005-2220
725,Bordentown Regional High School,318 WARD AVE,,Bordentown,37,08505-9615
727,Bordentown Regional Middle School,50 DUNNS MILL ROAD,,Bordentown,37,8505
4143,BOUND BROOK HIGH SCHOOL,111 West Union Avenue,,BOUND BROOK,37,8805
2543,Bowne-Munro Elementary School,120 MAIN STREET,,E BRUNSWICK,37,8816
1589,Bradford Elementary School,87 MT HEBRON RD,,UPPER MONTCLAIR,37,7042
2922,Bradley Beach Elementary School,515 BRINLEY AVENUE,,BRADLEY BEACH,37,07720-1311
2910,Bradley Elementary School,1100 THIRD AVENUE,,ASBURY PARK,37,07712-5798
4160,BRADLEY GARDENS ELEMENTARY SCHOOL,148 PINE STREET,,Bridgewater,37,8807
3278,BRAGG ELEMENTARY SCHOOL,250 Route 24,,Chester,37,7930
1629,BRANCH BROOK SCHOOL,228 RIDGE ST,,Newark,37,07104-1204
4152,Branchburg Central Middle School,220 BAIRD ROAD,,Branchburg,37,08876-3784
4806,Brass Castle School,16 CASTLE STREET,,Washington,37,07882-9804
4646,Brayton Elementary School,89 TULIP STREET,,Summit,37,07901-3410
1040,Bret Harte Elementary School,1909 QUEEN ANNE DR,,CHERRY HILL,37,08003-2843
3444,Briarcliff Middle School,93 Briarcliff Rd.,,Mountain Lakes,37,7046
3309,BRIARWOOD SCHOOL,151 BRIARWOOD ROAD,,FLORHAM PARK,37,7932
3587,Brick Township High School,346 CHAMBERS BRIDGE RD,,BRICK TOWN,37,08723-2804
3589,Brick Township Memorial High School,2001 LANES MILL RD,,Brick,37,08724-1405
1313,Bridgeton High School,111 N WEST AVENUE,,Bridgeton,37,8302
4822,Bridgeton Public Charter School,790 East Commerce Ave,,Bridgeton,37,8302
6846,Bridgewater-Raritan High School,600 Garretson Rd,,Bridgewater,37,8807
4162,BRIDGEWATER-RARITAN REGIONAL HIGH SCHOOL,600 GARRETSON ROAD,,Bridgewater,37,8807
4164,BRIDGEWATER-RARITAN REGIONAL MIDDLE SCHO,128 MERRIWOOD RD,,Bridgewater,37,8807
2918,Brielle Elementary School,605 UNION LANE,,Brielle,37,08730-1439
45,Brigantine Elementary School,301 E  EVANS BOULEVARD,,Brigantine,37,8203
47,Brigantine North Middle School,301 E  EVANS BOULEVARD,,Brigantine,37,8203
2648,Bright Beginnings Learning Center,1660 STELTON ROAD,,Piscataway,37,08854-5917
8,Brighton Avenue School,30 N. Brighton Avenue,,Atlantic City,37,8401
1888,Broad Street Elementary School,255 WEST BROAD ST,,Gibbstown,37,8027
1315,Broad Street School,251 WEST BROAD STREET,,Bridgeton,37,8302
1797,Brookdale Avenue School,14 BROOKDALE COURT,,Verona,37,07044-2431
1429,BROOKDALE ELEMENTARY,1230 Broad Street,,Bloomfield,37,07003-3031
3311,BROOKLAKE SCHOOL,235 BROOKLAKE ROAD,,FLORHAM PARK,37,7932
3453,Brooklawn Middle School,250 Beachwood Road,,Parsippany,37,07054-2459
2802,Brooks Crossing Elementary School,50 DEANS HALL ROAD,,MONMOUTH JUNCTION,37,8852
148,Brookside,100 BROOKSIDE AVE,,Allendale,37,7401
2667,Brookside Elementary School,370 BUCKELEW AVENUE,,MONROE TOWNSHIP,37,8831
658,Brookside Elementary School,20 LAKE DRIVE,,Westwood,37,07675-2935
4414,Brookside Place School,700 BROOKSIDE PLACE,,Cranford,37,7016
1631,BRUCE STREET SCHOOL FOR THE DEAF,333 CLINTON PL,,Newark,37,07112-1563
2804,Brunswick Acres Elementary School,41 KORY DRIVE,,KENDALL PARK,37,8824
1317,Buckshutem Road School,550 BUCKSHUTEM ROAD,,Bridgeton,37,08302-9501
35,Buena Regional High School,125 Weymouth Road,,Buena,37,08310-9620
37,Buena Regional Middle School,175 Weymouth Road,,Buena,37,8310
735,Bulington City High School,100 Blue Devil WAy,,Burlington,37,8016
1974,Bunker Hill Middle School,372 Pitman Downer RD,,Sewell,37,8080
4824,Burch Charter School of,100 LINDEN AVE,,Irvington,37,7111
7498,Burlington City High School,100 Blue Devil,NULL,Burlington,37,8016
711,Burlington County Alternative High Schoo,1000 Briggs Road,,Mt. Laurel,37,8054
705,BURLINGTON COUNTY INST OF TECH - Evening,695 WOODLANE ROAD,,Westampton,37,8060
709,BURLINGTON COUNTY INST OF TECH - Westham,695 WOODLANE RD,,WESTAMPTON TWP,37,08060-9614
707,Burlington County Institute of Tech - Medford,10 Hawkin Road,,Medford,37,08055-9412
719,Burlington Township High School,610 FOUNTAIN AVENUE,,Burlington,37,8016
721,Burlington Township Middle School at Spr,1600 BURLINGTON BY  PASS,,Burlington,37,8016
1557,Burnet Hill Elementary School,25 BYRON PLACE,,Livingston,37,7039
4665,BURNET MIDDLE SCHOOL,1000 CALDWELL AVENUE,,Union,37,7083
3274,Butler High School,38 BARTHOLDI AVENUE,,Butler,37,7405
4305,Byram Intermediate School,12 MANSFIELD DRIVE,,Stanhope,37,7874
4307,Byram Lakes Elementary School,11 MANSFIELD DRIVE,,Stanhope,37,7874
2964,C. Richard Applegate School,47 JEANNE BRENNAN DRIVE,,Freehold,37,07728-1328
2242,Califon Elementary,6 SCHOOL STREET,,Califon,37,07830-9044
693,Calvin Coolidge Elementary School,420 GRANDVIEW AVE,,Wyckoff,37,07481-2517
4500,Calvin Coolidge School,614 TILLMAN ST,,Hillside,37,07205-1721
2806,Cambridge Elementary School,35 CAMBRIDGE ROAD,,KENDALL PARK,37,8824
3137,Cambridge Park Elementary School,One Crest Way,,Aberdeen,37,7747
4826,Camden Academy Charter High School,879 BEIDEMAN AVENUE,,Camden,37,8106
5311,Camden Catholic High School,300 Cuthbert Blvd,,Cherry Hill,37,8002
4828,Camden Community CS,9th &amp; Linden Streets,,Camden,37,8102
1030,Camden County Technical School-GTC,343 Berlin Cross Keys Road,,Sicklerville,37,8081
1032,Camden County Technical School-Pennsauke,6008 Browning Road,,Pennsauken,37,8109
987,Camden High School,1700 Park Boulevard,,Camden,37,8103
1635,CAMDEN STREET ELEMENTARY SCHOOL,281 CAMDEN ST,,Newark,37,07103-2635
4830,CAMDEN&amp;#39;S PROMISE CS,879 BEIDEMAN AVENUE,,Camden,37,8105
4832,Camdens Pride Charter Sc,879 Beideman Ave,,Camden,37,8105
2614,Campbell Elementary School,24 DURHAM AVENUE,,Metuchen,37,8840
3402,Canfield Avenue School,42 CANFIELD AVENUE,,MINE HILL,37,7803
1253,Cape May City Elementary School,921 LAFAYETTE ST,,CAPE MAY,37,08204-1646
1255,Cape May County High School,148 CREST HAVEN ROAD,,CAPE MAY COURT HOUSE,37,8210
1258,Cape May County Technical Evening School,188 CREST HAVEN ROAD,,CAPE MAY COURT HOUSE,37,8210
1259,Cape May County Technical Evening Vo-Tec,188 CREST HAVEN ROAD,,CAPE MAY COURT HOUSE,37,8210
1261,Cape May County Technical High SChool,188 CREST HAVEN RD,,CAPE MAY COURT HOUSE,37,8210
737,Captain James Lawrence Elementary School,315 BARCLAY ST,,Burlington,37,8016
1755,Career and Innovation Academy of Orange,123 Cleveland Street,,Orange,37,07050-2280
4404,Carl H. Kumpf School,59 MILDRED TERRACE,,Clark,37,7066
2715,Carl Sandburg Middle School,3439 ROUTE 516,,OLD BRIDGE,37,8857
1271,Carl T. Mitnick Elementary School,905 SEASHORE ROAD,,CAPE MAY,37,08204-4650
3619,Carl W. Goetz Middle School,835 PATTERSON ROAD,,Jackson,37,08527-3497
197,CARLSTADT PUBLIC SCHOOL,550 WASHINGTON STREET,,Carlstadt,37,7072
1954,Caroline L. Reutter School,2150 DELSEA DR,,Franklinville,37,08322-2522
1431,CARTERET ELEMENTARY,158 Grove Street,,Bloomfield,37,07003-5650
2525,Carteret High School,199 WASHINGTON AVENUE,,Carteret,37,7008
2527,Carteret Middle School,300 CARTERET AVENUE,,Carteret,37,7008
1379,Casimer M. Dallago Jr. Impact Center,240 S. Sixth Street,,Vineland,37,08360-4625
3856,Casimir Pulaski School # 8,100 Fourth St.,,Passaic,37,07055-7604
3511,Catherine A Dwyer Elementary School,665 MT  HOPE AVENUE,,Wharton,37,7885
681,Catherine E. Doyle Elementary School,250 WOOD  RIDGE AVE,,WOOD  RIDGE,37,07075-1510
3565,"Cecil S, Collins Elementary",570 BARNEGAT BLVD  NORTH,,Barnegat,37,8005
3639,Cedar Creek Elementary School,220 WESTERN BLVD,,LANOKA HARBOR,37,08734-0313
85,Cedar Creek High School,1701 New York Ave.,,Egg Harbor City,37,08215-1606
2924,Cedar Drive Middle School,73 CEDAR DRIVE,,COLTS NECK,37,07722-1698
3756,Cedar Grove Elementary School,179 CEDAR GROVE ROAD,,TOMS RIVER,37,08753-4399
1457,Cedar Grove High School,90 RUGBY RD,,CEDAR GROVE,37,7009
4182,Cedar Hill School,100 PEACHTREE ROAD,,BASKING RIDGE,37,7920
3404,Cedar Hill School,46 PINE BROOK ROAD,,Towaco,37,07082-1426
4376,Cedar Mountain Primary School,17 SAMMIS ROAD,,Vernon,37,07462-0420
4554,Cedarbrook Elementary School,1049 CENTRAL AVE,,Plainfield,37,07060-2801
2650,Center for Lifelong Learning,333 CHEESEQUAKE RD,,Parlin,37,8859
3491,Center Grove School,25 SCHOOL HOUSE ROAD,,Randolph,37,7869
1900,Center Square School,100 PEACHWOOD DR,,LOGAN TWP,37,8085
3388,Central Avenue School,50 CENTRAL AVENUE,,Madison,37,7940
